"listing_id","listing_date","listing_type","property_type","tenure","bedroom_count","location","asking_price","revision_date","active_days","is_5percent_reduced"
15526443,2021-12-16,"buy","flat","leasehold",2,"Gloucester",155000,2021-12-16,0,"no"
15528531,2021-12-16,"buy","house","freehold",3,"Coventry",225000,2022-01-11,0,"no"
15542023,2021-09-07,"buy","house","freehold",2,"Reading",325000,2021-10-16,0,"no"
15550261,2021-12-22,"buy","house","freehold",3,"Sheffield",270000,2022-05-11,0,"no"
15557544,2021-12-22,"buy","house","freehold",4,"Warrington",299950,2022-01-25,0,"no"
15565980,2021-12-24,"buy","house","freehold",2,"Watford",450000,2022-02-25,0,"no"
15572199,2021-12-25,"buy","house","freehold",3,"Leicester",315000,2022-05-20,0,"no"
15573236,2021-12-25,"buy","house","freehold",3,"Leicester",280000,2021-12-28,0,"yes"
15573375,2021-12-26,"buy","house","unknown",3,"Exeter",350000,2022-02-17,0,"no"
15574314,2021-12-26,"buy","house","freehold",3,"Mansfield",110000,2022-01-11,0,"yes"
15574325,2021-12-25,"buy","flat","leasehold",2,"Sheffield",110000,2022-08-10,6,"yes"
15583326,2021-12-29,"buy","flat","leasehold",2,"Plymouth",135000,2022-01-10,0,"no"
15584602,2021-12-17,"buy","flat","leasehold",2,"Salford",240950,2021-12-30,0,"no"
15585306,2021-12-24,"buy","flat","leasehold",1,"Salford",177950,2021-12-30,0,"no"
15595014,2022-01-04,"buy","house","freehold",3,"Newcastle Upon Tyne",230000,2022-06-24,0,"no"
15609108,2021-09-28,"buy","house","unknown",3,"Exeter",280000,2022-06-01,187,"no"
15625905,2022-01-07,"buy","house","freehold",4,"Plymouth",599950,2022-01-28,0,"no"
15646863,2022-01-11,"buy","house","freehold",3,"Leicester",260000,2022-03-04,0,"no"
15659367,2022-01-11,"buy","house","freehold",2,"Cheltenham",340000,2022-03-02,0,"no"
15663944,2021-11-25,"buy","flat","leasehold",1,"Salford",155000,2022-05-09,0,"no"
15675134,2022-01-13,"buy","house","unknown",2,"Salford",3e+05,2022-03-24,0,"no"
15692436,2022-01-14,"buy","house","freehold",4,"Newcastle Upon Tyne",325000,2022-02-14,0,"yes"
15693327,2022-01-15,"buy","house","freehold",4,"Newcastle Upon Tyne",220000,2022-06-24,0,"no"
15695625,2022-01-17,"buy","house","freehold",5,"Cardiff",4e+05,2022-01-17,0,"no"
15710442,2022-01-18,"buy","flat","leasehold",2,"Coventry",125000,2022-04-22,22,"no"
15710860,2022-01-18,"buy","flat","leasehold",2,"Surbiton",399950,2022-08-03,0,"no"
15724738,2021-04-26,"buy","flat","leasehold",2,"Coventry",1e+05,2022-01-19,0,"no"
15738709,2022-01-18,"buy","house","freehold",4,"Sheffield",290000,2022-04-14,0,"yes"
15748739,2021-12-25,"buy","house","freehold",3,"Gillingham",180000,2022-07-07,0,"no"
17166595,2022-06-09,"buy","house","freehold",4,"Warrington",370000,2022-06-23,0,"yes"
17168716,2022-06-09,"buy","flat","leasehold",1,"Surbiton",310000,2022-07-11,0,"no"
17174394,2022-06-10,"buy","house","freehold",3,"Leicester",345000,2022-07-07,10,"yes"
17188813,2022-06-10,"buy","flat","leasehold",2,"Salford",240000,2022-07-16,0,"no"
17208635,2022-06-13,"buy","flat","leasehold",1,"Basildon",2e+05,2022-07-18,0,"yes"
17226026,2022-06-14,"buy","flat","leasehold",1,"Barnet",325000,2022-06-29,0,"yes"
17245491,2022-06-16,"buy","house","freehold",5,"Salford",4e+05,2022-08-23,54,"yes"
17251214,2022-06-16,"buy","house","freehold",5,"Plymouth",1500000,2022-07-20,21,"yes"
17364572,2022-06-27,"buy","house","freehold",5,"Chelmsford",775000,2022-08-05,0,"no"
17370193,2022-06-29,"buy","house","freehold",3,"Hull",335000,2022-07-18,0,"no"
17374032,2022-06-29,"buy","house","freehold",4,"Warrington",424950,2022-07-25,0,"yes"
17374361,2022-06-28,"buy","house","freehold",3,"Cardiff",260000,2022-08-08,38,"yes"
17380536,2022-05-10,"buy","house","unknown",5,"Gillingham",720000,2022-06-28,21,"no"
17387147,2022-06-29,"buy","house","freehold",3,"Plymouth",260000,2022-08-22,0,"no"
17393026,2022-06-29,"buy","house","freehold",4,"Chelmsford",6e+05,2022-08-09,26,"yes"
17403025,2022-06-30,"buy","house","freehold",2,"Plymouth",170000,2022-07-22,0,"no"
17407222,2022-07-01,"buy","house","freehold",3,"Surbiton",850000,2022-07-26,0,"no"
17410616,2022-07-02,"buy","house","freehold",5,"Leicester",280000,2022-07-21,0,"no"
17414196,2022-07-02,"buy","flat","leasehold",2,"Dartford",215000,2022-07-27,0,"no"
17477400,2022-07-07,"buy","house","freehold",3,"Reading",450000,2022-07-20,0,"yes"
17480046,2022-07-07,"buy","house","freehold",3,"Coventry",240000,2022-08-26,16,"yes"
17511036,2022-07-12,"buy","flat","leasehold",2,"Uxbridge",290000,2022-08-24,0,"no"
17577167,2022-07-18,"buy","house","freehold",2,"Reading",375000,2022-07-20,0,"yes"
17608874,2022-07-20,"buy","house","freehold",3,"Cardiff",465000,2022-08-02,0,"no"
17624877,2022-07-23,"buy","house","freehold",4,"Leicester",3e+05,2022-08-18,0,"no"
17669956,2022-07-26,"buy","house","freehold",3,"Luton",450000,2022-08-22,13,"yes"
17680504,2022-07-29,"buy","house","freehold",3,"Stoke On Trent",170000,2022-08-25,0,"no"
17706957,2022-08-01,"buy","flat","leasehold",2,"Dartford",290000,2022-08-03,0,"yes"
17708354,2022-08-01,"buy","flat","leasehold",2,"Newcastle Upon Tyne",180000,2022-08-23,0,"yes"
17742415,2022-08-05,"buy","flat","unknown",0,"Bromley",230000,2022-08-09,0,"yes"
17799822,2022-08-11,"buy","house","freehold",3,"Leicester",290000,2022-08-24,0,"no"
17421428,2022-07-04,"buy","house","freehold",5,"Chelmsford",950000,2022-08-26,50,"yes"
17452465,2022-07-06,"buy","house","freehold",3,"Plymouth",250000,2022-07-20,0,"yes"
17455421,2022-04-27,"buy","house","freehold",3,"Coventry",385000,2022-06-07,0,"no"
17472850,2022-07-08,"buy","house","unknown",3,"Wolverhampton",350000,2022-08-16,0,"no"
17475175,2022-07-07,"buy","house","freehold",5,"Leicester",5e+05,2022-08-09,0,"no"
17479646,2022-07-08,"buy","house","freehold",4,"Leicester",575000,2022-08-04,0,"yes"
17480934,2022-07-07,"buy","house","freehold",3,"Cardiff",2e+05,2022-07-28,0,"yes"
17486361,2022-07-08,"buy","house","unknown",3,"Newcastle Upon Tyne",240000,2022-08-16,0,"yes"
17496723,2022-07-10,"buy","house","freehold",4,"Wolverhampton",375000,2022-07-27,0,"yes"
17507187,2022-07-12,"buy","house","unknown",3,"Sheffield",320000,2022-08-06,0,"yes"
17555605,2022-07-15,"buy","house","freehold",5,"Gloucester",625000,2022-08-15,0,"no"
17560560,2022-07-16,"buy","house","unknown",4,"Mansfield",3e+05,2022-08-03,0,"no"
17565100,2022-07-18,"buy","flat","leasehold",2,"Surbiton",385000,2022-07-29,0,"yes"
17592802,2022-07-20,"buy","house","freehold",3,"Sheffield",220000,2022-08-17,0,"yes"
17606190,2022-03-11,"buy","house","freehold",3,"Stoke On Trent",2e+05,2022-03-28,0,"yes"
17620114,2022-07-21,"buy","house","freehold",4,"Watford",635000,2022-08-09,0,"yes"
17634341,2022-07-25,"buy","house","freehold",3,"Leicester",290000,2022-08-15,0,"no"
17662395,2022-07-28,"buy","house","freehold",2,"Wolverhampton",120000,2022-08-23,0,"no"
17663908,2022-07-27,"buy","flat","leasehold",2,"Leicester",190000,2022-08-16,0,"yes"
17680846,2022-07-29,"buy","house","unknown",2,"Stoke On Trent",119950,2022-07-29,0,"no"
17689715,2022-07-26,"buy","house","unknown",2,"Plymouth",380000,2022-08-25,0,"yes"
17710723,2022-08-01,"buy","flat","leasehold",2,"Basildon",240000,2022-08-19,0,"no"
17748462,2022-08-06,"buy","house","unknown",3,"Warrington",550000,2022-08-23,0,"yes"
17762893,2022-08-08,"buy","house","freehold",3,"Brighton",565000,2022-08-27,0,"yes"
17779605,2022-08-10,"buy","house","freehold",2,"Exeter",275000,2022-08-10,0,"no"
17793204,2022-08-10,"buy","flat","leasehold",1,"Coventry",170000,2022-08-19,0,"yes"
15060736,2021-10-19,"buy","house","freehold",3,"Bath",525000,2021-11-09,0,"no"
15070898,2021-10-20,"buy","house","freehold",5,"Sheffield",375000,2022-02-03,0,"yes"
15092676,2021-10-23,"buy","house","freehold",4,"Dartford",455000,2022-07-11,258,"no"
15127207,2021-10-26,"buy","house","freehold",2,"Lincoln",130000,2021-11-23,0,"yes"
15139210,2021-05-21,"buy","flat","leasehold",1,"Reading",179950,2021-07-23,0,"no"
15151849,2021-10-29,"buy","flat","leasehold",1,"Dartford",165000,2022-03-10,0,"yes"
15154933,2021-10-22,"buy","flat","leasehold",2,"Cardiff",195000,2021-10-30,0,"no"
15170176,2021-05-19,"buy","flat","leasehold",1,"Basildon",130000,2021-08-12,57,"yes"
16791229,2022-05-02,"buy","house","freehold",3,"Gillingham",360000,2022-05-10,0,"no"
16797827,2022-05-03,"buy","house","freehold",4,"Gloucester",485000,2022-07-27,30,"no"
16808744,2022-05-03,"buy","house","freehold",4,"Gillingham",430000,2022-06-08,7,"yes"
16821066,2022-05-05,"buy","flat","leasehold",2,"Brighton",350000,2022-07-11,0,"yes"
16821141,2022-05-05,"buy","house","freehold",2,"Reading",325000,2022-05-19,0,"no"
16826993,2022-05-06,"buy","house","freehold",4,"Sheffield",260000,2022-05-17,0,"no"
16835720,2022-05-06,"buy","house","freehold",4,"Lincoln",675000,2022-07-28,41,"yes"
16839074,2022-05-06,"buy","house","freehold",3,"Plymouth",265000,2022-07-04,0,"yes"
16843746,2022-05-06,"buy","house","freehold",4,"Leicester",325000,2022-05-16,0,"yes"
16844882,2022-05-07,"buy","house","freehold",4,"Warrington",6e+05,2022-05-20,0,"no"
16858722,2022-05-09,"buy","house","freehold",3,"Coventry",225000,2022-07-23,0,"no"
16865309,2022-05-10,"buy","house","freehold",3,"Reading",725000,2022-06-24,0,"no"
16883256,2022-05-11,"buy","flat","leasehold",2,"Richmond",650000,2022-06-10,0,"yes"
16897046,2022-05-11,"buy","house","freehold",4,"Basildon",750000,2022-07-04,0,"yes"
16903810,2022-05-13,"buy","house","freehold",4,"Dartford",314000,2022-06-23,0,"no"
16912547,2022-05-13,"buy","house","freehold",5,"Mansfield",350000,2022-05-13,0,"no"
16915558,2022-05-13,"buy","house","freehold",3,"Harrogate",450000,2022-08-15,0,"no"
16928032,2022-05-16,"buy","flat","leasehold",1,"Surbiton",390000,2022-07-29,45,"yes"
16928760,2022-05-16,"buy","house","freehold",4,"Dartford",5e+05,2022-06-15,0,"yes"
16937220,2022-05-17,"buy","house","freehold",4,"Sheffield",4e+05,2022-07-06,0,"yes"
16937360,2022-05-16,"buy","house","freehold",3,"Uxbridge",485000,2022-06-17,0,"no"
16938600,2022-05-16,"buy","flat","leasehold",1,"Sheffield",189950,2022-08-15,62,"no"
16945764,2022-05-17,"buy","house","freehold",3,"Surbiton",615000,2022-06-29,0,"no"
16955631,2022-05-17,"buy","flat","leasehold",2,"Brighton",375000,2022-05-24,0,"yes"
16980836,2022-05-19,"buy","house","freehold",3,"Mansfield",150000,2022-06-20,17,"no"
16981504,2022-05-20,"buy","house","freehold",4,"Cheltenham",450000,2022-07-05,0,"yes"
16983831,2022-05-20,"buy","flat","leasehold",1,"Richmond",415000,2022-06-13,0,"yes"
16988916,2022-05-21,"buy","house","freehold",3,"Chelmsford",625000,2022-06-15,0,"no"
17033835,2022-05-26,"buy","flat","leasehold",1,"Salford",220000,2022-06-20,0,"no"
17039890,2022-05-25,"buy","house","freehold",4,"Hull",360000,2022-07-05,0,"no"
17040426,2022-05-26,"buy","house","freehold",3,"Brighton",650000,2022-06-07,0,"no"
17041504,2022-05-26,"buy","house","freehold",4,"Dartford",475000,2022-06-21,0,"yes"
17054341,2022-05-26,"buy","house","freehold",4,"Warrington",4e+05,2022-08-02,0,"no"
17065784,2022-05-28,"buy","house","freehold",2,"Gillingham",230000,2022-08-02,0,"no"
17067496,2022-05-29,"buy","house","freehold",2,"Harrogate",275000,2022-07-10,0,"no"
17068479,2022-05-30,"buy","house","freehold",3,"Harrogate",340000,2022-06-10,0,"no"
17085693,2022-05-31,"buy","flat","leasehold",2,"Surbiton",475000,2022-08-15,34,"yes"
17087406,2022-05-30,"buy","house","freehold",3,"Coventry",270000,2022-06-30,0,"no"
17092642,2022-06-01,"buy","house","freehold",3,"Leicester",375000,2022-08-26,1,"yes"
17107300,2022-06-01,"buy","house","unknown",3,"Harrogate",250000,2022-08-02,0,"no"
17112083,2022-06-01,"buy","house","freehold",3,"Wolverhampton",320000,2022-07-13,0,"yes"
17127968,2022-06-06,"buy","house","freehold",2,"Uxbridge",410000,2022-06-14,0,"no"
17130863,2022-06-06,"buy","flat","leasehold",2,"Chelmsford",235000,2022-08-03,28,"yes"
17134983,2022-06-06,"buy","house","freehold",3,"Cardiff",375000,2022-06-22,0,"no"
17140929,2021-12-03,"buy","house","unknown",3,"Mansfield",345000,2022-08-26,155,"no"
17148694,2022-06-07,"buy","house","freehold",3,"Leicester",250000,2022-07-06,0,"no"
17155302,2022-06-08,"buy","flat","leasehold",2,"Chelmsford",240000,2022-07-29,0,"no"
17164114,2022-06-08,"buy","flat","leasehold",1,"Barnet",339500,2022-06-28,13,"yes"
17168756,2022-06-08,"buy","house","freehold",3,"Exeter",4e+05,2022-07-15,0,"yes"
17187723,2022-06-10,"buy","flat","leasehold",2,"Surbiton",475000,2022-06-28,0,"yes"
17188407,2022-06-10,"buy","house","freehold",2,"Basildon",325000,2022-08-22,47,"yes"
17324695,2022-06-24,"buy","house","freehold",4,"Leicester",7e+05,2022-08-22,0,"no"
17327446,2022-06-23,"buy","house","freehold",3,"Plymouth",320000,2022-08-17,49,"yes"
17343423,2022-06-24,"buy","house","unknown",2,"Plymouth",265000,2022-07-12,0,"yes"
17354180,2022-06-27,"buy","flat","leasehold",1,"Richmond",550000,2022-08-16,0,"no"
17375351,2022-06-28,"buy","house","freehold",4,"Barnet",825000,2022-08-01,0,"no"
17446509,2022-07-05,"buy","flat","leasehold",1,"Cardiff",110000,2022-08-08,0,"no"
17449564,2022-07-05,"buy","house","freehold",5,"Brighton",1200000,2022-08-08,0,"yes"
17455239,2022-07-06,"buy","house","unknown",2,"Mansfield",210000,2022-07-29,0,"no"
17469593,2022-07-07,"buy","house","unknown",2,"Hull",110000,2022-08-19,0,"yes"
17480044,2022-07-08,"buy","house","unknown",4,"Coventry",390000,2022-08-18,29,"yes"
17488776,2022-07-08,"buy","house","freehold",3,"Mansfield",190000,2022-08-12,0,"yes"
17511530,2022-07-11,"buy","house","freehold",3,"Lincoln",166912,2022-07-21,0,"no"
17513663,2022-07-12,"buy","house","freehold",3,"Lincoln",230000,2022-07-20,0,"no"
17518097,2022-07-12,"buy","flat","leasehold",1,"Basildon",165000,2022-08-08,0,"yes"
17518603,2022-07-12,"buy","house","freehold",4,"Leicester",3e+05,2022-08-18,0,"yes"
17548763,2022-07-14,"buy","house","freehold",3,"Warrington",110000,2022-08-16,0,"yes"
17554650,2022-07-16,"buy","house","freehold",4,"Brighton",386500,2022-08-14,0,"no"
17589493,2022-07-19,"buy","flat","leasehold",2,"Salford",215000,2022-08-19,0,"no"
17591836,2022-07-19,"buy","house","unknown",3,"Brighton",525000,2022-07-28,0,"no"
17603434,2022-07-20,"buy","house","freehold",3,"Leicester",367000,2022-08-19,0,"yes"
17686809,2022-07-27,"buy","flat","leasehold",2,"Reading",285000,2022-08-24,0,"no"
17696144,2022-07-29,"buy","house","freehold",5,"Brighton",475000,2022-08-16,0,"no"
17721407,2022-08-03,"buy","house","unknown",2,"Mansfield",260000,2022-08-12,0,"yes"
17806106,2022-08-02,"buy","house","freehold",3,"Uxbridge",6e+05,2022-08-26,0,"no"
17810436,2022-08-04,"buy","flat","leasehold",1,"Salford",180000,2022-08-22,0,"no"
17850870,2022-08-16,"buy","house","freehold",3,"Ilford",625000,2022-08-19,0,"no"
17863201,2022-01-11,"buy","house","freehold",2,"Harrogate",305000,2022-05-26,59,"yes"
17416809,2022-07-02,"buy","flat","leasehold",1,"Exeter",165000,2022-08-27,0,"no"
17451098,2022-07-06,"buy","house","unknown",3,"Barnet",645000,2022-08-12,0,"no"
17464905,2022-07-04,"buy","house","freehold",3,"Leicester",290000,2022-08-24,49,"no"
17469167,2022-07-07,"buy","house","freehold",2,"Leicester",190000,2022-08-25,16,"yes"
17485889,2022-07-09,"buy","house","freehold",3,"Sheffield",240000,2022-08-18,0,"yes"
17486110,2022-07-08,"buy","house","freehold",4,"Gillingham",3e+05,2022-07-23,0,"no"
17501851,2022-07-11,"buy","house","freehold",3,"Mansfield",145000,2022-07-11,0,"yes"
17514194,2022-07-11,"buy","house","freehold",3,"Exeter",550000,2022-07-27,0,"yes"
17565130,2022-07-18,"buy","house","freehold",2,"Bath",240000,2022-08-08,0,"no"
17574393,2022-07-19,"buy","flat","leasehold",1,"Richmond",450000,2022-08-24,0,"yes"
17638611,2022-07-25,"buy","house","freehold",3,"Bromley",425000,2022-07-26,0,"no"
17643656,2022-07-26,"buy","house","freehold",2,"Leicester",180000,2022-08-24,0,"yes"
17644618,2022-07-25,"buy","house","freehold",3,"Harrogate",275000,2022-08-08,0,"yes"
17706018,2022-04-08,"buy","house","unknown",2,"Mansfield",240000,2022-05-11,0,"yes"
17724877,2022-08-02,"buy","house","freehold",4,"Stoke On Trent",325000,2022-08-06,0,"no"
17751280,2022-08-05,"buy","house","freehold",2,"Warrington",240000,2022-08-26,0,"no"
17755891,2022-08-06,"buy","house","freehold",3,"Luton",3e+05,2022-08-11,0,"no"
17772823,2022-08-09,"buy","flat","leasehold",1,"Salford",160000,2022-08-09,0,"no"
17826760,2021-05-21,"buy","flat","leasehold",1,"Reading",235000,2021-07-02,0,"no"
16166345,2022-02-25,"buy","house","freehold",5,"Leicester",425000,2022-05-03,0,"no"
16167304,2022-02-25,"buy","flat","leasehold",2,"Newcastle Upon Tyne",330000,2022-04-04,0,"no"
16167901,2022-02-25,"buy","house","freehold",2,"Warrington",140000,2022-03-10,0,"yes"
16191998,2022-03-01,"buy","house","unknown",2,"Luton",475000,2022-03-06,0,"no"
14255255,2021-07-22,"buy","flat","leasehold",1,"Uxbridge",340000,2021-10-18,0,"no"
14259907,2021-07-22,"buy","house","freehold",4,"Uxbridge",650000,2021-08-12,0,"no"
14265258,2021-07-22,"buy","house","unknown",2,"Ilford",550000,2022-03-21,168,"yes"
14281311,2021-07-23,"buy","house","freehold",2,"Stoke On Trent",160000,2021-08-04,0,"yes"
14284783,2021-07-23,"buy","house","unknown",2,"Chelmsford",275000,2021-10-13,0,"no"
14301539,2021-07-27,"buy","flat","leasehold",2,"Reading",240000,2022-01-24,0,"no"
14301972,2021-07-27,"buy","flat","leasehold",1,"Reading",165000,2021-09-29,56,"yes"
14316591,2021-07-27,"buy","house","freehold",4,"Plymouth",270000,2021-08-18,0,"no"
14326692,2021-07-29,"buy","house","freehold",4,"Sheffield",4e+05,2021-08-25,0,"yes"
14342055,2021-07-30,"buy","house","unknown",2,"Coventry",225000,2021-10-25,0,"no"
14343426,2021-07-30,"buy","house","freehold",4,"Cardiff",355000,2021-11-02,0,"no"
14350423,2021-07-30,"buy","house","freehold",3,"Stoke On Trent",165000,2021-10-26,0,"no"
14354002,2021-08-02,"buy","house","freehold",4,"Cardiff",450000,2021-08-20,0,"no"
14355989,2021-08-02,"buy","house","freehold",3,"Bromley",6e+05,2021-09-01,0,"no"
14357090,2021-08-02,"buy","house","freehold",4,"Ilford",775000,2021-08-04,0,"no"
14359451,2021-08-02,"buy","house","freehold",4,"Sheffield",995000,2021-12-20,119,"yes"
14393833,2021-08-05,"buy","house","freehold",4,"Richmond",950000,2021-12-23,0,"no"
14409668,2021-08-06,"buy","house","freehold",2,"Coventry",2e+05,2021-08-16,0,"yes"
14410304,2021-08-06,"buy","house","freehold",3,"Salford",2e+05,2022-04-04,229,"no"
14416005,2021-08-06,"buy","house","freehold",3,"Sheffield",150000,2021-09-02,0,"yes"
14470350,2021-08-13,"buy","flat","leasehold",1,"Surbiton",379950,2021-11-10,76,"yes"
14477910,2021-08-13,"buy","house","freehold",2,"Gillingham",220000,2021-08-26,0,"no"
14533467,2021-08-20,"buy","house","freehold",4,"Coventry",425000,2021-12-26,0,"no"
14547196,2021-08-20,"buy","flat","leasehold",2,"Newcastle Upon Tyne",2e+05,2021-10-20,0,"yes"
14552726,2021-08-23,"buy","house","unknown",2,"Cardiff",230000,2021-09-23,0,"no"
14573685,2021-08-25,"buy","house","freehold",3,"Bromley",375000,2021-10-28,0,"no"
14574909,2021-08-24,"buy","house","freehold",4,"Reading",6e+05,2021-09-10,10,"yes"
14581882,2021-08-25,"buy","house","freehold",4,"Gloucester",290000,2021-10-25,0,"no"
14593483,2021-08-27,"buy","house","freehold",4,"Watford",545000,2021-09-08,0,"no"
14610909,2021-08-30,"buy","house","freehold",2,"Lincoln",210000,2021-11-15,0,"no"
14616073,2021-09-01,"buy","flat","unknown",1,"Plymouth",170000,2022-05-20,71,"yes"
14052919,2021-06-30,"buy","house","freehold",4,"Coventry",645000,2022-03-13,208,"no"
17278033,2022-06-20,"buy","house","freehold",3,"Coventry",235000,2022-06-22,2,"no"
17281169,2022-06-20,"buy","house","unknown",3,"Warrington",340000,2022-07-08,0,"no"
17310915,2022-06-22,"buy","flat","leasehold",1,"Luton",170000,2022-07-12,0,"no"
17336282,2022-06-24,"buy","house","freehold",4,"Sheffield",230000,2022-07-22,0,"no"
17337976,2022-06-24,"buy","house","freehold",2,"Reading",4e+05,2022-07-04,0,"yes"
17338003,2022-06-24,"buy","house","freehold",4,"Cardiff",450000,2022-07-14,0,"yes"
17340664,2022-06-24,"buy","house","freehold",3,"Coventry",270000,2022-08-01,0,"no"
17363294,2022-02-03,"buy","house","freehold",2,"Sheffield",150000,2022-02-03,0,"no"
14286971,2021-07-25,"buy","house","freehold",3,"Exeter",325000,2021-08-26,0,"yes"
14301173,2021-07-27,"buy","flat","leasehold",1,"Ilford",170000,2021-08-31,0,"yes"
14305843,2021-07-27,"buy","flat","leasehold",2,"Salford",339771,2021-10-06,0,"no"
14307449,2021-07-27,"buy","flat","unknown",1,"Luton",147500,2021-08-10,0,"yes"
14311993,2021-07-28,"buy","house","freehold",4,"Ilford",659950,2021-10-07,0,"no"
14323729,2021-07-29,"buy","house","freehold",3,"Reading",475000,2021-08-06,0,"yes"
14333839,2021-07-28,"buy","house","freehold",4,"Cardiff",310000,2022-01-22,0,"no"
14357193,2021-08-02,"buy","house","freehold",3,"Coventry",320000,2021-09-07,0,"no"
14357932,2021-08-02,"buy","flat","leasehold",2,"Salford",275000,2021-08-20,0,"no"
14364266,2021-07-22,"buy","flat","leasehold",1,"Salford",187950,2021-08-18,13,"no"
14375909,2021-08-04,"buy","flat","leasehold",2,"Uxbridge",465000,2021-08-20,0,"no"
14388003,2021-08-04,"buy","house","freehold",3,"Hull",130000,2021-08-27,0,"no"
14397345,2021-08-03,"buy","flat","leasehold",2,"Gillingham",280000,2021-09-17,10,"yes"
14419665,2021-08-06,"buy","house","freehold",2,"Coventry",180000,2021-08-16,0,"no"
14425560,2021-08-09,"buy","house","freehold",3,"Sheffield",155000,2021-08-25,0,"yes"
14430809,2021-08-07,"buy","house","freehold",4,"Plymouth",340000,2021-10-04,0,"no"
14442991,2021-08-09,"buy","house","freehold",4,"Sheffield",465000,2021-10-22,0,"yes"
14453414,2021-08-11,"buy","house","freehold",3,"Mansfield",130000,2021-09-08,0,"yes"
14466251,2021-01-07,"buy","flat","leasehold",2,"Exeter",170000,2021-05-25,0,"no"
14476793,2021-08-12,"buy","house","freehold",3,"Reading",4e+05,2022-04-20,1,"no"
14490398,2021-08-16,"buy","house","freehold",4,"Leicester",340000,2021-09-22,0,"no"
14500568,2021-08-17,"buy","house","freehold",4,"Salford",250000,2021-11-01,0,"no"
14507338,2021-08-18,"buy","house","freehold",5,"Leicester",375000,2021-09-22,0,"yes"
14513509,2021-08-18,"buy","house","freehold",3,"Reading",389950,2021-10-18,20,"yes"
14531940,2021-08-18,"buy","house","freehold",4,"Leicester",450000,2021-09-29,0,"no"
14543167,2021-08-20,"buy","house","freehold",2,"Sheffield",130000,2021-08-27,0,"no"
14544919,2021-08-20,"buy","flat","leasehold",2,"Harrogate",395000,2021-11-22,0,"yes"
14559672,2021-08-23,"buy","house","freehold",3,"Leicester",210000,2021-09-02,0,"no"
14569775,2021-08-23,"buy","house","freehold",4,"Gillingham",365000,2021-12-17,70,"no"
14574807,2021-08-25,"buy","house","freehold",3,"Reading",525000,2021-10-07,22,"yes"
14575655,2021-08-24,"buy","house","freehold",3,"Exeter",325000,2021-09-20,0,"no"
14584362,2021-08-26,"buy","house","freehold",2,"Coventry",205000,2021-10-22,0,"no"
14622102,2021-09-02,"buy","house","freehold",4,"Cardiff",240000,2022-04-02,0,"no"
14637530,2021-08-31,"buy","house","freehold",4,"Dartford",625000,2021-10-19,0,"no"
14642341,2021-09-06,"buy","house","freehold",5,"Uxbridge",1065000,2021-10-27,0,"no"
14647339,2021-08-30,"buy","house","freehold",3,"Cardiff",220000,2021-09-20,0,"no"
14656086,2021-09-02,"buy","house","freehold",2,"Plymouth",165000,2021-12-20,0,"no"
14665349,2021-08-31,"buy","flat","leasehold",2,"Chelmsford",3e+05,2022-02-07,84,"yes"
14708691,2021-09-10,"buy","flat","leasehold",1,"Reading",145000,2021-10-06,15,"yes"
14724020,2021-09-11,"buy","house","unknown",4,"Exeter",650000,2021-09-29,0,"yes"
14725360,2021-09-13,"buy","flat","leasehold",2,"Coventry",180000,2021-09-17,0,"no"
14730441,2021-09-13,"buy","house","freehold",3,"Lincoln",265000,2021-10-11,0,"no"
14741275,2021-09-14,"buy","house","freehold",3,"Mansfield",290000,2021-10-22,0,"no"
14741756,2021-09-14,"buy","house","freehold",3,"Sheffield",3e+05,2021-11-10,0,"yes"
14742495,2021-09-14,"buy","house","freehold",4,"Plymouth",180000,2021-10-06,0,"yes"
14744339,2021-09-14,"buy","flat","leasehold",1,"Cheltenham",210000,2021-11-15,32,"yes"
14744535,2021-09-15,"buy","flat","leasehold",2,"Barnet",5e+05,2021-11-28,0,"no"
14758347,2021-09-16,"buy","house","freehold",3,"Coventry",225000,2021-11-16,0,"no"
14764729,2021-09-17,"buy","house","freehold",3,"Cardiff",275000,2021-10-14,0,"no"
14766770,2021-09-15,"buy","flat","leasehold",1,"Reading",190000,2021-10-25,0,"yes"
14769100,2021-09-17,"buy","house","freehold",3,"Coventry",285000,2021-10-20,0,"no"
14773068,2021-09-17,"buy","flat","leasehold",1,"Salford",199950,2021-10-11,0,"yes"
14781806,2021-09-18,"buy","house","freehold",3,"Brighton",5e+05,2021-11-22,41,"yes"
14787757,2021-09-20,"buy","house","freehold",4,"Reading",350000,2022-01-06,0,"no"
14787830,2021-09-20,"buy","house","freehold",3,"Plymouth",2e+05,2022-02-03,0,"no"
14803411,2021-09-21,"buy","flat","leasehold",2,"Watford",365000,2022-01-11,88,"yes"
14813179,2021-09-21,"buy","house","unknown",2,"Wolverhampton",150000,2022-03-07,0,"no"
14813666,2021-09-22,"buy","house","freehold",4,"Luton",6e+05,2022-01-10,91,"no"
14813718,2021-09-21,"buy","house","freehold",2,"Gloucester",195000,2021-09-29,0,"no"
14831450,2021-09-24,"buy","house","leasehold",3,"Reading",350000,2022-01-25,0,"yes"
14831685,2021-09-24,"buy","house","freehold",4,"Uxbridge",950000,2021-11-08,0,"yes"
14840899,2021-09-07,"buy","house","unknown",4,"Sheffield",250000,2022-04-29,233,"no"
14845354,2021-09-25,"buy","house","freehold",2,"Coventry",145000,2021-11-08,0,"no"
