"listing_id","listing_date","listing_type","property_type","tenure","bedroom_count","location","asking_price","revision_date","revised_asking_price"
15542023,2021-09-07,"buy","house","freehold",2,"Reading",325000,2021-10-16,310000
15550261,2021-12-22,"buy","house","freehold",3,"Sheffield",270000,2022-05-11,260000
15557544,2021-12-22,"buy","house","freehold",4,"Warrington",299950,2022-01-25,290000
15573236,2021-12-25,"buy","house","freehold",3,"Leicester",280000,2021-12-28,250000
15573375,2021-12-26,"buy","house","unknown",3,"Exeter",350000,2022-02-17,340000
15574314,2021-12-26,"buy","house","freehold",3,"Mansfield",110000,2022-01-11,1e+05
15574325,2021-12-25,"buy","flat","leasehold",2,"Sheffield",110000,2022-08-10,1e+05
15583326,2021-12-29,"buy","flat","leasehold",2,"Plymouth",135000,2022-01-10,130000
15609108,2021-09-28,"buy","house","unknown",3,"Exeter",280000,2022-06-01,275000
15625905,2022-01-07,"buy","house","freehold",4,"Plymouth",599950,2022-01-28,585000
15646863,2022-01-11,"buy","house","freehold",3,"Leicester",260000,2022-03-04,255000
15659367,2022-01-11,"buy","house","freehold",2,"Cheltenham",340000,2022-03-02,325000
15663944,2021-11-25,"buy","flat","leasehold",1,"Salford",155000,2022-05-09,149950
15675134,2022-01-13,"buy","house","unknown",2,"Salford",3e+05,2022-03-24,299995
15692436,2022-01-14,"buy","house","freehold",4,"Newcastle Upon Tyne",325000,2022-02-14,308000
15710442,2022-01-18,"buy","flat","leasehold",2,"Coventry",125000,2022-04-22,120000
15738709,2022-01-18,"buy","house","freehold",4,"Sheffield",290000,2022-04-14,270000
17166595,2022-06-09,"buy","house","freehold",4,"Warrington",370000,2022-06-23,350000
17168716,2022-06-09,"buy","flat","leasehold",1,"Surbiton",310000,2022-07-11,3e+05
17174394,2022-06-10,"buy","house","freehold",3,"Leicester",345000,2022-07-07,325000
17188813,2022-06-10,"buy","flat","leasehold",2,"Salford",240000,2022-07-16,230000
17208635,2022-06-13,"buy","flat","leasehold",1,"Basildon",2e+05,2022-07-18,190000
17226026,2022-06-14,"buy","flat","leasehold",1,"Barnet",325000,2022-06-29,3e+05
17245491,2022-06-16,"buy","house","freehold",5,"Salford",4e+05,2022-08-23,375000
17251214,2022-06-16,"buy","house","freehold",5,"Plymouth",1500000,2022-07-20,1250000
17364572,2022-06-27,"buy","house","freehold",5,"Chelmsford",775000,2022-08-05,750000
17370193,2022-06-29,"buy","house","freehold",3,"Hull",335000,2022-07-18,320000
17374032,2022-06-29,"buy","house","freehold",4,"Warrington",424950,2022-07-25,4e+05
17374361,2022-06-28,"buy","house","freehold",3,"Cardiff",260000,2022-08-08,240000
17387147,2022-06-29,"buy","house","freehold",3,"Plymouth",260000,2022-08-22,250000
17393026,2022-06-29,"buy","house","freehold",4,"Chelmsford",6e+05,2022-08-09,565000
17403025,2022-06-30,"buy","house","freehold",2,"Plymouth",170000,2022-07-22,165000
17407222,2022-07-01,"buy","house","freehold",3,"Surbiton",850000,2022-07-26,825000
17410616,2022-07-02,"buy","house","freehold",5,"Leicester",280000,2022-07-21,270000
17414196,2022-07-02,"buy","flat","leasehold",2,"Dartford",215000,2022-07-27,214500
17477400,2022-07-07,"buy","house","freehold",3,"Reading",450000,2022-07-20,425000
17480046,2022-07-07,"buy","house","freehold",3,"Coventry",240000,2022-08-26,225000
17577167,2022-07-18,"buy","house","freehold",2,"Reading",375000,2022-07-20,349950
17608874,2022-07-20,"buy","house","freehold",3,"Cardiff",465000,2022-08-02,450000
17624877,2022-07-23,"buy","house","freehold",4,"Leicester",3e+05,2022-08-18,290000
17669956,2022-07-26,"buy","house","freehold",3,"Luton",450000,2022-08-22,4e+05
17680504,2022-07-29,"buy","house","freehold",3,"Stoke On Trent",170000,2022-08-25,165000
17706957,2022-08-01,"buy","flat","leasehold",2,"Dartford",290000,2022-08-03,275000
17708354,2022-08-01,"buy","flat","leasehold",2,"Newcastle Upon Tyne",180000,2022-08-23,170000
17742415,2022-08-05,"buy","flat","unknown",0,"Bromley",230000,2022-08-09,2e+05
17799822,2022-08-11,"buy","house","freehold",3,"Leicester",290000,2022-08-24,284000
17421428,2022-07-04,"buy","house","freehold",5,"Chelmsford",950000,2022-08-26,880000
17452465,2022-07-06,"buy","house","freehold",3,"Plymouth",250000,2022-07-20,235000
17455421,2022-04-27,"buy","house","freehold",3,"Coventry",385000,2022-06-07,375000
17472850,2022-07-08,"buy","house","unknown",3,"Wolverhampton",350000,2022-08-16,340000
17475175,2022-07-07,"buy","house","freehold",5,"Leicester",5e+05,2022-08-09,485000
17479646,2022-07-08,"buy","house","freehold",4,"Leicester",575000,2022-08-04,535000
17480934,2022-07-07,"buy","house","freehold",3,"Cardiff",2e+05,2022-07-28,190000
17486361,2022-07-08,"buy","house","unknown",3,"Newcastle Upon Tyne",240000,2022-08-16,220000
17496723,2022-07-10,"buy","house","freehold",4,"Wolverhampton",375000,2022-07-27,350000
17507187,2022-07-12,"buy","house","unknown",3,"Sheffield",320000,2022-08-06,3e+05
17555605,2022-07-15,"buy","house","freehold",5,"Gloucester",625000,2022-08-15,610000
17560560,2022-07-16,"buy","house","unknown",4,"Mansfield",3e+05,2022-08-03,290000
17565100,2022-07-18,"buy","flat","leasehold",2,"Surbiton",385000,2022-07-29,350000
17592802,2022-07-20,"buy","house","freehold",3,"Sheffield",220000,2022-08-17,199950
17606190,2022-03-11,"buy","house","freehold",3,"Stoke On Trent",2e+05,2022-03-28,189950
17620114,2022-07-21,"buy","house","freehold",4,"Watford",635000,2022-08-09,6e+05
17634341,2022-07-25,"buy","house","freehold",3,"Leicester",290000,2022-08-15,280000
17662395,2022-07-28,"buy","house","freehold",2,"Wolverhampton",120000,2022-08-23,115000
17663908,2022-07-27,"buy","flat","leasehold",2,"Leicester",190000,2022-08-16,180000
17689715,2022-07-26,"buy","house","unknown",2,"Plymouth",380000,2022-08-25,350000
17710723,2022-08-01,"buy","flat","leasehold",2,"Basildon",240000,2022-08-19,230000
17748462,2022-08-06,"buy","house","unknown",3,"Warrington",550000,2022-08-23,460000
17762893,2022-08-08,"buy","house","freehold",3,"Brighton",565000,2022-08-27,525000
17793204,2022-08-10,"buy","flat","leasehold",1,"Coventry",170000,2022-08-19,160000
15060736,2021-10-19,"buy","house","freehold",3,"Bath",525000,2021-11-09,510000
15070898,2021-10-20,"buy","house","freehold",5,"Sheffield",375000,2022-02-03,350000
15127207,2021-10-26,"buy","house","freehold",2,"Lincoln",130000,2021-11-23,120000
15139210,2021-05-21,"buy","flat","leasehold",1,"Reading",179950,2021-07-23,175000
15151849,2021-10-29,"buy","flat","leasehold",1,"Dartford",165000,2022-03-10,155000
15170176,2021-05-19,"buy","flat","leasehold",1,"Basildon",130000,2021-08-12,120000
16797827,2022-05-03,"buy","house","freehold",4,"Gloucester",485000,2022-07-27,465000
16808744,2022-05-03,"buy","house","freehold",4,"Gillingham",430000,2022-06-08,380000
16821066,2022-05-05,"buy","flat","leasehold",2,"Brighton",350000,2022-07-11,325000
16821141,2022-05-05,"buy","house","freehold",2,"Reading",325000,2022-05-19,312500
16826993,2022-05-06,"buy","house","freehold",4,"Sheffield",260000,2022-05-17,250000
16835720,2022-05-06,"buy","house","freehold",4,"Lincoln",675000,2022-07-28,620000
16839074,2022-05-06,"buy","house","freehold",3,"Plymouth",265000,2022-07-04,250000
16843746,2022-05-06,"buy","house","freehold",4,"Leicester",325000,2022-05-16,3e+05
16844882,2022-05-07,"buy","house","freehold",4,"Warrington",6e+05,2022-05-20,575000
16865309,2022-05-10,"buy","house","freehold",3,"Reading",725000,2022-06-24,7e+05
16883256,2022-05-11,"buy","flat","leasehold",2,"Richmond",650000,2022-06-10,615000
16897046,2022-05-11,"buy","house","freehold",4,"Basildon",750000,2022-07-04,7e+05
16903810,2022-05-13,"buy","house","freehold",4,"Dartford",314000,2022-06-23,307000
16912547,2022-05-13,"buy","house","freehold",5,"Mansfield",350000,2022-05-13,340000
16928032,2022-05-16,"buy","flat","leasehold",1,"Surbiton",390000,2022-07-29,350000
16928760,2022-05-16,"buy","house","freehold",4,"Dartford",5e+05,2022-06-15,475000
16937220,2022-05-17,"buy","house","freehold",4,"Sheffield",4e+05,2022-07-06,375000
16937360,2022-05-16,"buy","house","freehold",3,"Uxbridge",485000,2022-06-17,465000
16938600,2022-05-16,"buy","flat","leasehold",1,"Sheffield",189950,2022-08-15,185000
16945764,2022-05-17,"buy","house","freehold",3,"Surbiton",615000,2022-06-29,595000
16955631,2022-05-17,"buy","flat","leasehold",2,"Brighton",375000,2022-05-24,350000
16981504,2022-05-20,"buy","house","freehold",4,"Cheltenham",450000,2022-07-05,425000
16983831,2022-05-20,"buy","flat","leasehold",1,"Richmond",415000,2022-06-13,375000
16988916,2022-05-21,"buy","house","freehold",3,"Chelmsford",625000,2022-06-15,595000
17033835,2022-05-26,"buy","flat","leasehold",1,"Salford",220000,2022-06-20,210000
17039890,2022-05-25,"buy","house","freehold",4,"Hull",360000,2022-07-05,350000
17040426,2022-05-26,"buy","house","freehold",3,"Brighton",650000,2022-06-07,625000
17041504,2022-05-26,"buy","house","freehold",4,"Dartford",475000,2022-06-21,450000
17054341,2022-05-26,"buy","house","freehold",4,"Warrington",4e+05,2022-08-02,385000
17067496,2022-05-29,"buy","house","freehold",2,"Harrogate",275000,2022-07-10,265000
17068479,2022-05-30,"buy","house","freehold",3,"Harrogate",340000,2022-06-10,330000
17085693,2022-05-31,"buy","flat","leasehold",2,"Surbiton",475000,2022-08-15,425000
17087406,2022-05-30,"buy","house","freehold",3,"Coventry",270000,2022-06-30,260000
17092642,2022-06-01,"buy","house","freehold",3,"Leicester",375000,2022-08-26,350000
17107300,2022-06-01,"buy","house","unknown",3,"Harrogate",250000,2022-08-02,240000
17112083,2022-06-01,"buy","house","freehold",3,"Wolverhampton",320000,2022-07-13,3e+05
17127968,2022-06-06,"buy","house","freehold",2,"Uxbridge",410000,2022-06-14,409950
17130863,2022-06-06,"buy","flat","leasehold",2,"Chelmsford",235000,2022-08-03,220000
17134983,2022-06-06,"buy","house","freehold",3,"Cardiff",375000,2022-06-22,365000
17140929,2021-12-03,"buy","house","unknown",3,"Mansfield",345000,2022-08-26,335000
17148694,2022-06-07,"buy","house","freehold",3,"Leicester",250000,2022-07-06,240000
17155302,2022-06-08,"buy","flat","leasehold",2,"Chelmsford",240000,2022-07-29,230000
17164114,2022-06-08,"buy","flat","leasehold",1,"Barnet",339500,2022-06-28,3e+05
17168756,2022-06-08,"buy","house","freehold",3,"Exeter",4e+05,2022-07-15,375000
17187723,2022-06-10,"buy","flat","leasehold",2,"Surbiton",475000,2022-06-28,450000
17188407,2022-06-10,"buy","house","freehold",2,"Basildon",325000,2022-08-22,280000
17324695,2022-06-24,"buy","house","freehold",4,"Leicester",7e+05,2022-08-22,675000
17327446,2022-06-23,"buy","house","freehold",3,"Plymouth",320000,2022-08-17,290000
17343423,2022-06-24,"buy","house","unknown",2,"Plymouth",265000,2022-07-12,250000
17354180,2022-06-27,"buy","flat","leasehold",1,"Richmond",550000,2022-08-16,535000
17375351,2022-06-28,"buy","house","freehold",4,"Barnet",825000,2022-08-01,790000
17446509,2022-07-05,"buy","flat","leasehold",1,"Cardiff",110000,2022-08-08,105000
17449564,2022-07-05,"buy","house","freehold",5,"Brighton",1200000,2022-08-08,1100000
17455239,2022-07-06,"buy","house","unknown",2,"Mansfield",210000,2022-07-29,2e+05
17469593,2022-07-07,"buy","house","unknown",2,"Hull",110000,2022-08-19,1e+05
17480044,2022-07-08,"buy","house","unknown",4,"Coventry",390000,2022-08-18,360000
17488776,2022-07-08,"buy","house","freehold",3,"Mansfield",190000,2022-08-12,180000
17511530,2022-07-11,"buy","house","freehold",3,"Lincoln",166912,2022-07-21,164268
17513663,2022-07-12,"buy","house","freehold",3,"Lincoln",230000,2022-07-20,220000
17518097,2022-07-12,"buy","flat","leasehold",1,"Basildon",165000,2022-08-08,150000
17518603,2022-07-12,"buy","house","freehold",4,"Leicester",3e+05,2022-08-18,280000
17548763,2022-07-14,"buy","house","freehold",3,"Warrington",110000,2022-08-16,1e+05
17554650,2022-07-16,"buy","house","freehold",4,"Brighton",386500,2022-08-14,386000
17589493,2022-07-19,"buy","flat","leasehold",2,"Salford",215000,2022-08-19,210000
17591836,2022-07-19,"buy","house","unknown",3,"Brighton",525000,2022-07-28,499950
17603434,2022-07-20,"buy","house","freehold",3,"Leicester",367000,2022-08-19,347950
17686809,2022-07-27,"buy","flat","leasehold",2,"Reading",285000,2022-08-24,275000
17721407,2022-08-03,"buy","house","unknown",2,"Mansfield",260000,2022-08-12,240000
17806106,2022-08-02,"buy","house","freehold",3,"Uxbridge",6e+05,2022-08-26,575000
17810436,2022-08-04,"buy","flat","leasehold",1,"Salford",180000,2022-08-22,175000
17850870,2022-08-16,"buy","house","freehold",3,"Ilford",625000,2022-08-19,6e+05
17863201,2022-01-11,"buy","house","freehold",2,"Harrogate",305000,2022-05-26,285000
17416809,2022-07-02,"buy","flat","leasehold",1,"Exeter",165000,2022-08-27,159500
17451098,2022-07-06,"buy","house","unknown",3,"Barnet",645000,2022-08-12,630000
17464905,2022-07-04,"buy","house","freehold",3,"Leicester",290000,2022-08-24,285000
17469167,2022-07-07,"buy","house","freehold",2,"Leicester",190000,2022-08-25,179950
17485889,2022-07-09,"buy","house","freehold",3,"Sheffield",240000,2022-08-18,225000
17501851,2022-07-11,"buy","house","freehold",3,"Mansfield",145000,2022-07-11,110000
17514194,2022-07-11,"buy","house","freehold",3,"Exeter",550000,2022-07-27,5e+05
17565130,2022-07-18,"buy","house","freehold",2,"Bath",240000,2022-08-08,230000
17574393,2022-07-19,"buy","flat","leasehold",1,"Richmond",450000,2022-08-24,425000
17643656,2022-07-26,"buy","house","freehold",2,"Leicester",180000,2022-08-24,170000
17644618,2022-07-25,"buy","house","freehold",3,"Harrogate",275000,2022-08-08,250000
17706018,2022-04-08,"buy","house","unknown",2,"Mansfield",240000,2022-05-11,220000
17724877,2022-08-02,"buy","house","freehold",4,"Stoke On Trent",325000,2022-08-06,319950
17751280,2022-08-05,"buy","house","freehold",2,"Warrington",240000,2022-08-26,230000
17826760,2021-05-21,"buy","flat","leasehold",1,"Reading",235000,2021-07-02,225000
16166345,2022-02-25,"buy","house","freehold",5,"Leicester",425000,2022-05-03,415000
16167304,2022-02-25,"buy","flat","leasehold",2,"Newcastle Upon Tyne",330000,2022-04-04,315000
16167901,2022-02-25,"buy","house","freehold",2,"Warrington",140000,2022-03-10,130000
16191998,2022-03-01,"buy","house","unknown",2,"Luton",475000,2022-03-06,465000
14255255,2021-07-22,"buy","flat","leasehold",1,"Uxbridge",340000,2021-10-18,325000
14259907,2021-07-22,"buy","house","freehold",4,"Uxbridge",650000,2021-08-12,630000
14265258,2021-07-22,"buy","house","unknown",2,"Ilford",550000,2022-03-21,475000
14281311,2021-07-23,"buy","house","freehold",2,"Stoke On Trent",160000,2021-08-04,150000
14301539,2021-07-27,"buy","flat","leasehold",2,"Reading",240000,2022-01-24,230000
14301972,2021-07-27,"buy","flat","leasehold",1,"Reading",165000,2021-09-29,125000
14316591,2021-07-27,"buy","house","freehold",4,"Plymouth",270000,2021-08-18,260000
14326692,2021-07-29,"buy","house","freehold",4,"Sheffield",4e+05,2021-08-25,375000
14342055,2021-07-30,"buy","house","unknown",2,"Coventry",225000,2021-10-25,215000
14350423,2021-07-30,"buy","house","freehold",3,"Stoke On Trent",165000,2021-10-26,160000
14354002,2021-08-02,"buy","house","freehold",4,"Cardiff",450000,2021-08-20,440000
14355989,2021-08-02,"buy","house","freehold",3,"Bromley",6e+05,2021-09-01,575000
14357090,2021-08-02,"buy","house","freehold",4,"Ilford",775000,2021-08-04,750000
14359451,2021-08-02,"buy","house","freehold",4,"Sheffield",995000,2021-12-20,725000
14409668,2021-08-06,"buy","house","freehold",2,"Coventry",2e+05,2021-08-16,190000
14416005,2021-08-06,"buy","house","freehold",3,"Sheffield",150000,2021-09-02,140000
14470350,2021-08-13,"buy","flat","leasehold",1,"Surbiton",379950,2021-11-10,349950
14477910,2021-08-13,"buy","house","freehold",2,"Gillingham",220000,2021-08-26,210000
14533467,2021-08-20,"buy","house","freehold",4,"Coventry",425000,2021-12-26,415000
14547196,2021-08-20,"buy","flat","leasehold",2,"Newcastle Upon Tyne",2e+05,2021-10-20,180000
14552726,2021-08-23,"buy","house","unknown",2,"Cardiff",230000,2021-09-23,220000
14574909,2021-08-24,"buy","house","freehold",4,"Reading",6e+05,2021-09-10,520000
14593483,2021-08-27,"buy","house","freehold",4,"Watford",545000,2021-09-08,535000
14610909,2021-08-30,"buy","house","freehold",2,"Lincoln",210000,2021-11-15,2e+05
14616073,2021-09-01,"buy","flat","unknown",1,"Plymouth",170000,2022-05-20,155000
14052919,2021-06-30,"buy","house","freehold",4,"Coventry",645000,2022-03-13,625000
17281169,2022-06-20,"buy","house","unknown",3,"Warrington",340000,2022-07-08,330000
17310915,2022-06-22,"buy","flat","leasehold",1,"Luton",170000,2022-07-12,165000
17337976,2022-06-24,"buy","house","freehold",2,"Reading",4e+05,2022-07-04,375000
17338003,2022-06-24,"buy","house","freehold",4,"Cardiff",450000,2022-07-14,425000
17340664,2022-06-24,"buy","house","freehold",3,"Coventry",270000,2022-08-01,260000
14286971,2021-07-25,"buy","house","freehold",3,"Exeter",325000,2021-08-26,3e+05
14301173,2021-07-27,"buy","flat","leasehold",1,"Ilford",170000,2021-08-31,160000
14307449,2021-07-27,"buy","flat","unknown",1,"Luton",147500,2021-08-10,130000
14311993,2021-07-28,"buy","house","freehold",4,"Ilford",659950,2021-10-07,630000
14323729,2021-07-29,"buy","house","freehold",3,"Reading",475000,2021-08-06,450000
14357193,2021-08-02,"buy","house","freehold",3,"Coventry",320000,2021-09-07,310000
14357932,2021-08-02,"buy","flat","leasehold",2,"Salford",275000,2021-08-20,265000
14375909,2021-08-04,"buy","flat","leasehold",2,"Uxbridge",465000,2021-08-20,450000
14388003,2021-08-04,"buy","house","freehold",3,"Hull",130000,2021-08-27,127400
14397345,2021-08-03,"buy","flat","leasehold",2,"Gillingham",280000,2021-09-17,260000
14425560,2021-08-09,"buy","house","freehold",3,"Sheffield",155000,2021-08-25,145000
14442991,2021-08-09,"buy","house","freehold",4,"Sheffield",465000,2021-10-22,430000
14453414,2021-08-11,"buy","house","freehold",3,"Mansfield",130000,2021-09-08,120000
14490398,2021-08-16,"buy","house","freehold",4,"Leicester",340000,2021-09-22,330000
14507338,2021-08-18,"buy","house","freehold",5,"Leicester",375000,2021-09-22,350000
14513509,2021-08-18,"buy","house","freehold",3,"Reading",389950,2021-10-18,365000
14531940,2021-08-18,"buy","house","freehold",4,"Leicester",450000,2021-09-29,440000
14543167,2021-08-20,"buy","house","freehold",2,"Sheffield",130000,2021-08-27,125000
14544919,2021-08-20,"buy","flat","leasehold",2,"Harrogate",395000,2021-11-22,350000
14574807,2021-08-25,"buy","house","freehold",3,"Reading",525000,2021-10-07,450000
14575655,2021-08-24,"buy","house","freehold",3,"Exeter",325000,2021-09-20,315000
14584362,2021-08-26,"buy","house","freehold",2,"Coventry",205000,2021-10-22,195000
14637530,2021-08-31,"buy","house","freehold",4,"Dartford",625000,2021-10-19,6e+05
14642341,2021-09-06,"buy","house","freehold",5,"Uxbridge",1065000,2021-10-27,1040000
14647339,2021-08-30,"buy","house","freehold",3,"Cardiff",220000,2021-09-20,210000
14665349,2021-08-31,"buy","flat","leasehold",2,"Chelmsford",3e+05,2022-02-07,280000
14708691,2021-09-10,"buy","flat","leasehold",1,"Reading",145000,2021-10-06,125000
14724020,2021-09-11,"buy","house","unknown",4,"Exeter",650000,2021-09-29,6e+05
14725360,2021-09-13,"buy","flat","leasehold",2,"Coventry",180000,2021-09-17,175000
14730441,2021-09-13,"buy","house","freehold",3,"Lincoln",265000,2021-10-11,255000
14741275,2021-09-14,"buy","house","freehold",3,"Mansfield",290000,2021-10-22,280000
14741756,2021-09-14,"buy","house","freehold",3,"Sheffield",3e+05,2021-11-10,275000
14742495,2021-09-14,"buy","house","freehold",4,"Plymouth",180000,2021-10-06,160000
14744339,2021-09-14,"buy","flat","leasehold",1,"Cheltenham",210000,2021-11-15,190000
14744535,2021-09-15,"buy","flat","leasehold",2,"Barnet",5e+05,2021-11-28,495000
14764729,2021-09-17,"buy","house","freehold",3,"Cardiff",275000,2021-10-14,265000
14766770,2021-09-15,"buy","flat","leasehold",1,"Reading",190000,2021-10-25,180000
14769100,2021-09-17,"buy","house","freehold",3,"Coventry",285000,2021-10-20,275000
14773068,2021-09-17,"buy","flat","leasehold",1,"Salford",199950,2021-10-11,180000
14781806,2021-09-18,"buy","house","freehold",3,"Brighton",5e+05,2021-11-22,475000
14803411,2021-09-21,"buy","flat","leasehold",2,"Watford",365000,2022-01-11,3e+05
14813179,2021-09-21,"buy","house","unknown",2,"Wolverhampton",150000,2022-03-07,145000
14813666,2021-09-22,"buy","house","freehold",4,"Luton",6e+05,2022-01-10,575000
14813718,2021-09-21,"buy","house","freehold",2,"Gloucester",195000,2021-09-29,190000
14831450,2021-09-24,"buy","house","leasehold",3,"Reading",350000,2022-01-25,325000
14831685,2021-09-24,"buy","house","freehold",4,"Uxbridge",950000,2021-11-08,9e+05
14845354,2021-09-25,"buy","house","freehold",2,"Coventry",145000,2021-11-08,140000
14845380,2021-09-25,"buy","flat","leasehold",2,"Coventry",250000,2022-02-17,225000
14858008,2021-09-27,"buy","house","unknown",2,"Coventry",375000,2021-11-03,325000
14870059,2021-09-28,"buy","flat","leasehold",2,"Reading",295000,2021-11-15,285000
14882189,2021-09-30,"buy","house","freehold",3,"Newcastle Upon Tyne",275000,2021-11-19,245000
14916627,2021-10-04,"buy","flat","leasehold",2,"Surbiton",425000,2022-01-28,375000
14938493,2021-10-05,"buy","house","freehold",4,"Bath",5e+05,2021-12-04,475000
14949037,2021-10-07,"buy","house","freehold",5,"Reading",815000,2021-11-03,795000
12255825,2021-01-07,"buy","house","freehold",3,"Plymouth",190000,2021-02-15,180000
12260353,2021-01-07,"buy","flat","leasehold",2,"Cardiff",175000,2021-02-17,165000
12289073,2021-01-13,"buy","house","freehold",3,"Uxbridge",459950,2021-06-24,450000
12303524,2021-01-14,"buy","house","freehold",3,"Coventry",295000,2021-02-25,285000
12303741,2021-01-14,"buy","flat","leasehold",2,"Uxbridge",415000,2021-04-28,4e+05
12313014,2021-01-14,"buy","house","freehold",2,"Lincoln",140000,2021-03-06,130000
12316788,2021-01-15,"buy","flat","leasehold",2,"Cardiff",160000,2021-07-31,150000
12336406,2021-01-18,"buy","house","freehold",3,"Sheffield",235000,2021-03-08,230000
12344011,2021-01-18,"buy","house","freehold",5,"Gillingham",8e+05,2021-01-25,750000
12347394,2021-01-19,"buy","flat","leasehold",1,"Surbiton",279950,2021-03-22,269950
12352379,2021-01-20,"buy","flat","leasehold",2,"Barnet",365000,2021-04-22,350000
12365934,2021-01-19,"buy","house","freehold",3,"Warrington",190000,2021-02-28,180000
12372428,2021-01-21,"buy","flat","leasehold",2,"Surbiton",315000,2021-03-29,299950
12376802,2021-01-21,"buy","house","freehold",3,"Reading",850000,2021-05-13,795000
12381773,2021-01-22,"buy","house","freehold",3,"Exeter",250000,2021-06-16,240000
12383655,2021-01-22,"buy","flat","leasehold",2,"Richmond",575000,2021-05-19,550000
12385407,2021-01-22,"buy","house","freehold",3,"Uxbridge",6e+05,2021-02-24,5e+05
12399247,2021-01-22,"buy","house","freehold",4,"Newcastle Upon Tyne",259950,2021-04-01,235000
12420062,2021-01-27,"buy","house","freehold",2,"Newcastle Upon Tyne",150000,2021-05-04,145000
12429745,2021-01-25,"buy","house","freehold",2,"Newcastle Upon Tyne",154950,2021-05-11,149995
12434618,2021-01-27,"buy","house","freehold",2,"Salford",205000,2021-02-10,2e+05
12456429,2021-01-29,"buy","flat","leasehold",1,"Uxbridge",220000,2021-02-17,195000
12466051,2021-01-26,"buy","house","freehold",4,"Sheffield",320000,2021-02-03,310000
12506688,2021-02-03,"buy","house","freehold",3,"Lincoln",280000,2021-03-08,275000
12508218,2021-02-02,"buy","house","freehold",3,"Coventry",320000,2021-05-11,299999
12519300,2021-02-05,"buy","flat","leasehold",2,"Chelmsford",3e+05,2021-04-20,270000
12544180,2021-02-08,"buy","flat","leasehold",2,"Newcastle Upon Tyne",120000,2021-02-23,117500
12555060,2021-02-09,"buy","flat","leasehold",2,"Newcastle Upon Tyne",175000,2021-05-14,167000
12576558,2021-02-10,"buy","house","freehold",2,"Watford",375000,2021-03-05,360000
12607332,2021-02-12,"buy","house","freehold",3,"Luton",295000,2021-02-22,290000
12609192,2021-02-12,"buy","flat","leasehold",1,"Reading",180000,2021-10-14,170000
12619690,2021-02-15,"buy","house","freehold",4,"Warrington",5e+05,2021-09-12,475000
12622917,2021-02-16,"buy","flat","leasehold",1,"Watford",220000,2021-03-10,210000
12624301,2021-02-16,"buy","flat","leasehold",1,"Surbiton",3e+05,2021-04-22,280000
12625985,2021-02-16,"buy","house","freehold",2,"Uxbridge",4e+05,2021-04-07,390000
12626030,2021-02-16,"buy","house","freehold",2,"Sheffield",130000,2021-04-09,125000
12632276,2021-02-17,"buy","flat","leasehold",1,"Bromley",285000,2021-03-12,275000
12638239,2021-02-17,"buy","house","freehold",3,"Salford",195000,2021-05-20,175000
12648500,2021-02-17,"buy","house","freehold",3,"Mansfield",145000,2021-03-18,139950
12661041,2021-02-18,"buy","house","freehold",4,"Leicester",434950,2021-03-30,425000
12661401,2021-02-18,"buy","house","freehold",3,"Cheltenham",292500,2021-03-12,285000
12671823,2021-02-20,"buy","house","freehold",3,"Watford",495000,2021-05-10,450000
12682842,2021-02-22,"buy","house","freehold",3,"Sheffield",210000,2021-04-08,195000
12694451,2021-02-23,"buy","house","freehold",4,"Leicester",299950,2021-03-18,290000
12712632,2021-02-23,"buy","house","freehold",5,"Leicester",475000,2021-04-28,425000
12712842,2021-02-23,"buy","house","freehold",3,"Luton",325000,2021-03-29,310000
17409515,2022-07-01,"buy","house","freehold",5,"Reading",1e+06,2022-07-19,980000
17409849,2022-07-01,"buy","flat","leasehold",2,"Harrogate",210000,2022-08-12,2e+05
17418158,2022-07-02,"buy","house","unknown",5,"Leicester",280000,2022-07-21,270000
17433034,2022-07-04,"buy","flat","leasehold",2,"Bromley",310000,2022-07-25,3e+05
17439069,2022-07-05,"buy","house","freehold",3,"Newcastle Upon Tyne",225000,2022-07-27,210000
17446811,2022-07-05,"buy","house","freehold",3,"Coventry",240000,2022-07-26,235000
17462713,2022-07-07,"buy","house","freehold",2,"Dartford",231500,2022-08-06,231000
17476958,2022-07-07,"buy","house","freehold",3,"Mansfield",120000,2022-08-11,110000
17478913,2022-07-08,"buy","house","freehold",4,"Stoke On Trent",152995,2022-07-15,150995
17491539,2022-07-10,"buy","house","freehold",4,"Gillingham",5e+05,2022-08-08,450000
17492110,2022-07-09,"buy","house","freehold",4,"Gloucester",475000,2022-08-23,450000
17538853,2022-07-14,"buy","house","freehold",2,"Harrogate",220000,2022-08-26,215000
17552839,2022-07-15,"buy","flat","leasehold",2,"Wolverhampton",190000,2022-07-28,180000
17557439,2022-07-15,"buy","house","freehold",4,"Newcastle Upon Tyne",180000,2022-08-12,170000
17566847,2022-07-18,"buy","house","freehold",4,"Reading",380000,2022-08-10,355000
17568067,2022-07-18,"buy","flat","leasehold",2,"Surbiton",385000,2022-07-29,350000
17588342,2022-07-20,"buy","house","unknown",3,"Wolverhampton",195000,2022-08-12,180000
17590146,2022-07-19,"buy","house","freehold",3,"Cardiff",385000,2022-07-22,375000
17634512,2022-07-25,"buy","flat","leasehold",2,"Surbiton",440000,2022-08-15,420000
17667821,2022-07-28,"buy","house","freehold",4,"Lincoln",3e+05,2022-08-19,290000
