"listing_id","listing_date","listing_type","property_type","tenure","bedroom_count","location","asking_price","revision_date","revised_asking_price"
12614657,2021-02-15,"buy","house","freehold",3,"Leicester",215000,2021-04-15,210000
12629012,2021-02-15,"buy","flat","leasehold",2,"Harrogate",229950,2021-05-27,215000
12651248,2021-02-18,"buy","house","freehold",3,"Plymouth",210000,2021-04-01,180000
12656811,2021-02-17,"buy","house","freehold",3,"Lincoln",112500,2021-04-14,1e+05
12663995,2021-02-18,"buy","flat","leasehold",1,"Salford",189950,2021-04-09,186151
12674748,2021-02-19,"buy","house","freehold",3,"Cardiff",224950,2021-06-29,219950
12677514,2021-02-20,"buy","flat","leasehold",2,"Cardiff",130000,2021-05-17,125000
12683189,2021-02-22,"buy","flat","leasehold",2,"Sheffield",275000,2021-10-14,2e+05
12760061,2021-03-01,"buy","house","freehold",3,"Surbiton",575000,2021-03-15,560000
12766101,2021-03-01,"buy","house","freehold",3,"Coventry",250000,2021-03-20,230000
12772321,2021-03-02,"buy","house","freehold",2,"Richmond",775000,2021-03-23,750000
12800636,2021-03-05,"buy","flat","leasehold",2,"Salford",330000,2021-04-29,250000
12817012,2021-03-02,"buy","house","freehold",3,"Hull",235000,2021-04-16,230000
12834141,2021-03-09,"buy","house","freehold",3,"Coventry",370000,2021-06-15,350000
12835048,2021-03-09,"buy","flat","leasehold",2,"Reading",260000,2021-06-07,250000
12862195,2021-03-10,"buy","house","freehold",2,"Leicester",190000,2021-03-19,179950
12864846,2021-03-11,"buy","flat","leasehold",2,"Salford",240000,2021-05-19,215000
12884953,2021-03-12,"buy","flat","leasehold",1,"Barnet",350000,2021-03-23,340000
12886785,2021-03-10,"buy","flat","leasehold",2,"Reading",205000,2021-04-08,2e+05
12887184,2021-03-11,"buy","house","freehold",2,"Watford",330000,2021-04-07,320000
12890494,2021-03-12,"buy","house","freehold",3,"Stoke On Trent",175000,2021-04-19,170000
12894494,2021-03-01,"buy","house","unknown",5,"Bath",649950,2021-03-13,625000
12925249,2021-03-02,"buy","house","freehold",3,"Sheffield",160000,2021-03-15,154000
12929651,2021-03-17,"buy","house","freehold",4,"Chelmsford",695000,2021-06-08,675000
12942190,2021-03-17,"buy","house","freehold",4,"Stoke On Trent",230000,2021-07-21,184950
12949197,2021-03-16,"buy","house","freehold",5,"Reading",899950,2021-06-09,825000
12958386,2021-03-18,"buy","house","freehold",5,"Newcastle Upon Tyne",330000,2021-04-23,310000
12958670,2021-03-18,"buy","house","freehold",5,"Leicester",415000,2021-05-18,405000
12959823,2021-03-18,"buy","house","unknown",2,"Reading",340000,2021-04-22,330000
12966168,2021-03-19,"buy","house","unknown",2,"Cardiff",275000,2021-05-07,260000
12976814,2021-03-19,"buy","house","freehold",3,"Lincoln",155000,2021-09-23,150000
12983086,2021-03-19,"buy","flat","leasehold",2,"Leicester",145000,2021-04-10,140000
12984564,2021-03-21,"buy","house","freehold",2,"Cardiff",249950,2021-04-20,240000
13000598,2021-03-23,"buy","flat","leasehold",2,"Reading",225000,2021-07-17,215000
13000656,2021-03-01,"buy","house","freehold",3,"Cheltenham",685000,2021-06-03,625000
13001174,2021-03-23,"buy","flat","leasehold",1,"Brighton",250000,2021-04-08,240000
13028773,2021-03-24,"buy","flat","leasehold",2,"Warrington",150000,2021-05-07,142000
13069037,2021-03-29,"buy","house","freehold",5,"Exeter",9e+05,2021-04-16,870000
13078912,2021-03-29,"buy","house","freehold",4,"Reading",845000,2021-05-10,825000
17156644,2022-06-08,"buy","flat","leasehold",1,"Barnet",339500,2022-06-28,3e+05
17171208,2022-06-09,"buy","house","freehold",3,"Stoke On Trent",150000,2022-07-21,145000
17176294,2022-06-10,"buy","house","freehold",2,"Coventry",155000,2022-06-21,150000
17189093,2022-06-11,"buy","house","freehold",3,"Reading",450000,2022-06-21,4e+05
17195227,2022-06-12,"buy","house","freehold",4,"Warrington",435000,2022-07-04,425000
17195783,2022-06-11,"buy","house","freehold",4,"Watford",8e+05,2022-07-06,750000
17220529,2022-05-30,"buy","flat","leasehold",1,"Harrogate",125000,2022-08-18,117500
15059197,2021-10-20,"buy","house","freehold",2,"Leicester",240000,2021-10-29,230000
15060669,2021-10-19,"buy","house","freehold",2,"Plymouth",2e+05,2021-11-05,190000
15070840,2021-10-21,"buy","house","freehold",3,"Lincoln",150000,2022-01-24,1e+05
15101321,2021-10-25,"buy","flat","leasehold",1,"Uxbridge",240000,2022-06-07,230000
15142154,2021-10-29,"buy","house","unknown",4,"Cardiff",8e+05,2021-12-26,775000
12198099,2021-01-01,"buy","house","freehold",2,"Harrogate",280000,2021-03-17,270000
12198779,2021-01-02,"buy","house","freehold",4,"Brighton",7e+05,2021-06-11,650000
12221021,2021-01-06,"buy","house","freehold",2,"Cardiff",220000,2021-04-29,210000
12244633,2021-01-08,"buy","flat","leasehold",2,"Leicester",130000,2021-04-06,120000
12257665,2021-01-08,"buy","house","freehold",4,"Harrogate",650000,2021-03-13,585000
12262699,2021-01-08,"buy","house","freehold",2,"Luton",245000,2021-01-25,235000
12279345,2021-01-12,"buy","house","freehold",4,"Bromley",775000,2021-01-22,750000
12282933,2021-01-12,"buy","house","freehold",3,"Stoke On Trent",169950,2021-03-19,164950
12289102,2021-01-13,"buy","house","freehold",3,"Uxbridge",7e+05,2021-07-27,675000
12294443,2021-01-12,"buy","house","freehold",4,"Stoke On Trent",375000,2021-08-16,355000
12345135,2021-01-19,"buy","house","freehold",5,"Ilford",780000,2021-02-24,760000
12361692,2021-01-20,"buy","house","freehold",3,"Chelmsford",320000,2021-01-26,310000
12365267,2021-01-20,"buy","flat","leasehold",2,"Ilford",325000,2021-02-22,315000
12424997,2021-01-27,"buy","flat","leasehold",1,"Richmond",450000,2021-04-16,420000
12442482,2021-01-26,"buy","flat","leasehold",1,"Reading",215000,2021-05-12,2e+05
12446172,2021-01-26,"buy","flat","leasehold",2,"Luton",170000,2021-02-03,160000
12448160,2021-01-28,"buy","house","freehold",3,"Uxbridge",475000,2021-02-10,450000
12450975,2021-01-29,"buy","house","freehold",3,"Reading",320000,2021-03-12,280000
12494552,2021-02-02,"buy","house","freehold",4,"Gloucester",230000,2021-03-05,199950
12497951,2021-02-03,"buy","house","freehold",3,"Bromley",375000,2021-02-15,350000
12531237,2021-02-06,"buy","house","unknown",2,"Coventry",234950,2021-07-14,219950
12538827,2021-02-05,"buy","flat","leasehold",2,"Reading",290000,2021-10-08,287500
12546036,2021-02-08,"buy","house","freehold",3,"Leicester",2e+05,2021-03-03,190000
12560515,2021-02-08,"buy","house","freehold",3,"Coventry",2e+05,2021-05-24,190000
12561035,2021-02-09,"buy","house","freehold",4,"Plymouth",2e+05,2021-02-23,190000
12579868,2021-02-11,"buy","flat","leasehold",1,"Dartford",210000,2021-03-08,2e+05
12623445,2021-02-15,"buy","house","freehold",3,"Sheffield",160000,2021-10-08,120000
12651623,2021-02-18,"buy","house","freehold",5,"Leicester",4e+05,2021-04-24,375000
12683682,2021-02-22,"buy","house","freehold",2,"Cardiff",199950,2021-03-08,189950
12688465,2021-02-22,"buy","house","freehold",2,"Cardiff",199950,2021-03-08,189950
12701067,2021-02-24,"buy","house","freehold",3,"Coventry",195000,2021-03-31,190000
12717110,2021-02-25,"buy","house","freehold",4,"Ilford",575000,2021-03-22,550000
12721080,2021-02-25,"buy","house","freehold",5,"Coventry",4e+05,2021-06-08,360000
12722274,2021-02-25,"buy","flat","leasehold",1,"Ilford",159000,2021-03-22,152500
12727668,2021-02-26,"buy","house","freehold",3,"Coventry",155000,2021-03-09,150000
12758178,2021-03-01,"buy","house","freehold",4,"Sheffield",190000,2021-09-28,185000
12811112,2021-03-02,"buy","house","freehold",3,"Ilford",550000,2021-06-22,535000
12813477,2021-03-04,"buy","house","freehold",5,"Cardiff",675000,2021-07-01,650000
12826146,2021-03-08,"buy","house","freehold",3,"Warrington",350000,2021-03-08,335000
12855588,2021-03-10,"buy","house","freehold",3,"Uxbridge",545000,2021-04-28,525000
12859211,2021-03-10,"buy","house","freehold",3,"Leicester",210000,2021-05-26,190000
12860349,2021-03-11,"buy","flat","unknown",0,"Uxbridge",2e+05,2021-11-03,185000
12888208,2021-03-12,"buy","house","unknown",2,"Mansfield",275000,2021-05-19,240000
12909369,2021-03-15,"buy","house","freehold",5,"Bromley",8e+05,2021-06-24,775000
12925780,2021-03-16,"buy","house","freehold",4,"Newcastle Upon Tyne",3e+05,2021-04-29,290000
12929458,2021-03-16,"buy","flat","leasehold",2,"Sheffield",199500,2021-04-19,185000
12937045,2021-03-17,"buy","flat","leasehold",2,"Reading",210000,2021-04-22,2e+05
12944871,2021-03-04,"buy","house","freehold",3,"Leicester",294995,2021-04-26,279995
12947356,2021-03-16,"buy","house","freehold",4,"Basildon",6e+05,2021-04-26,575000
12948396,2021-03-17,"buy","house","freehold",2,"Gloucester",220000,2021-03-17,210000
12953220,2021-03-18,"buy","flat","leasehold",2,"Newcastle Upon Tyne",215000,2021-06-11,2e+05
13001173,2021-03-23,"buy","house","freehold",3,"Brighton",465000,2021-10-08,452000
13034081,2021-03-25,"buy","flat","leasehold",2,"Coventry",110000,2021-04-15,1e+05
13037191,2021-03-24,"buy","flat","leasehold",2,"Reading",370000,2021-07-30,365000
13053532,2021-03-25,"buy","house","freehold",2,"Warrington",179950,2021-04-29,175000
13056668,2021-03-25,"buy","house","freehold",3,"Newcastle Upon Tyne",169950,2021-05-26,160000
13058390,2021-03-27,"buy","house","freehold",3,"Leicester",320000,2021-11-15,298000
13059984,2021-03-26,"buy","flat","leasehold",1,"Bath",142000,2021-05-01,132000
13068201,2021-03-29,"buy","flat","leasehold",1,"Richmond",375000,2021-06-10,325000
13079552,2021-03-30,"buy","house","freehold",4,"Surbiton",995000,2021-04-27,955000
13097199,2021-03-31,"buy","house","freehold",4,"Reading",465000,2021-08-09,425000
13097367,2021-03-31,"buy","house","freehold",3,"Coventry",265000,2021-08-10,249000
13105703,2021-04-01,"buy","house","freehold",4,"Basildon",580000,2021-04-30,575000
13123136,2021-03-02,"buy","flat","leasehold",2,"Cardiff",155000,2021-06-11,145000
15146656,2021-10-29,"buy","house","leasehold",2,"Cardiff",240000,2022-02-07,230000
15164132,2021-11-01,"buy","flat","leasehold",2,"Ilford",250000,2021-12-26,225000
17068605,2022-05-30,"buy","flat","leasehold",2,"Uxbridge",365000,2022-06-27,350000
17110471,2022-06-01,"buy","house","unknown",2,"Newcastle Upon Tyne",165000,2022-06-24,110000
17148756,2022-06-08,"buy","house","freehold",3,"Chelmsford",450000,2022-07-13,425000
17163771,2022-06-08,"buy","flat","leasehold",2,"Reading",215000,2022-07-08,199950
17166555,2022-06-08,"buy","house","freehold",5,"Warrington",699950,2022-07-09,650000
17168558,2022-06-08,"buy","house","unknown",2,"Mansfield",260000,2022-06-30,250000
17188070,2022-06-10,"buy","house","freehold",4,"Ilford",525000,2022-08-23,5e+05
17190853,2022-06-10,"buy","flat","leasehold",2,"Sheffield",3e+05,2022-06-29,285000
17199683,2022-06-13,"buy","house","freehold",2,"Sheffield",150000,2022-07-12,140000
17907170,2022-08-22,"buy","house","freehold",5,"Lincoln",525000,2022-08-22,5e+05
13819880,2021-06-09,"buy","flat","leasehold",2,"Plymouth",130000,2021-07-30,120000
13823350,2021-06-09,"buy","house","freehold",2,"Chelmsford",285000,2021-07-13,270000
13837909,2021-06-10,"buy","flat","leasehold",2,"Uxbridge",450000,2021-08-04,425000
13840323,2021-06-10,"buy","house","freehold",3,"Bromley",5e+05,2021-09-01,475000
13847213,2021-06-09,"buy","house","freehold",2,"Cheltenham",279995,2021-08-31,259995
13879725,2021-06-13,"buy","house","freehold",3,"Lincoln",170000,2021-08-11,160000
13891534,2021-06-15,"buy","flat","leasehold",1,"Chelmsford",230000,2022-02-22,2e+05
13897827,2021-06-16,"buy","house","freehold",3,"Sheffield",150000,2021-11-02,135000
13902388,2021-06-15,"buy","house","freehold",3,"Sheffield",160000,2021-08-23,155000
13910962,2021-06-17,"buy","flat","leasehold",2,"Surbiton",419950,2021-07-01,399999
13912380,2021-06-15,"buy","house","freehold",5,"Plymouth",275000,2021-07-05,250000
13923782,2021-06-18,"buy","house","freehold",2,"Reading",280000,2021-07-07,270000
13932231,2021-06-17,"buy","house","freehold",2,"Reading",3e+05,2021-07-09,290000
13936178,2021-06-19,"buy","house","unknown",3,"Dartford",425000,2021-07-16,4e+05
13940766,2021-06-18,"buy","house","freehold",3,"Warrington",275000,2021-07-17,265000
13945278,2021-06-21,"buy","house","freehold",4,"Barnet",925000,2021-08-27,850000
13946342,2021-06-21,"buy","house","unknown",2,"Coventry",410000,2021-07-09,399995
13952890,2021-06-22,"buy","house","freehold",2,"Sheffield",140000,2021-07-13,130000
16008876,2022-02-09,"buy","house","freehold",4,"Stoke On Trent",340000,2022-03-02,325000
16036487,2022-02-11,"buy","flat","leasehold",2,"Reading",225000,2022-03-17,215000
16039794,2022-02-12,"buy","house","freehold",3,"Newcastle Upon Tyne",265000,2022-05-26,255000
16047806,2022-02-14,"buy","flat","leasehold",1,"Watford",250000,2022-04-28,230000
16058110,2022-02-14,"buy","house","freehold",4,"Leicester",365000,2022-03-18,350000
16069250,2022-02-15,"buy","house","freehold",3,"Leicester",235000,2022-04-04,225000
16079423,2022-02-16,"buy","house","freehold",4,"Leicester",395000,2022-02-26,375000
16197365,2022-02-28,"buy","house","freehold",5,"Gillingham",950000,2022-04-29,9e+05
16206231,2022-03-01,"buy","flat","leasehold",1,"Sheffield",120000,2022-04-13,110000
16226793,2022-03-03,"buy","house","freehold",3,"Watford",710000,2022-07-15,685000
16228526,2022-03-04,"buy","house","freehold",4,"Bath",7e+05,2022-03-22,650000
16234450,2022-03-04,"buy","house","freehold",2,"Mansfield",120000,2022-04-02,115000
16263642,2022-03-07,"buy","house","unknown",2,"Leicester",170000,2022-03-24,160000
16280090,2022-03-08,"buy","house","freehold",2,"Exeter",275000,2022-05-26,255000
16282145,2021-08-16,"buy","house","freehold",5,"Cheltenham",450000,2021-10-09,425000
16290506,2022-03-10,"buy","house","unknown",4,"Leicester",425000,2022-07-16,380000
16295352,2022-03-10,"buy","house","freehold",3,"Lincoln",260000,2022-06-21,245500
16306543,2022-03-11,"buy","house","freehold",4,"Lincoln",499950,2022-05-03,480000
16306988,2022-03-11,"buy","house","unknown",3,"Leicester",260000,2022-06-27,240000
16318800,2022-03-14,"buy","house","freehold",3,"Leicester",250000,2022-05-26,230000
16319380,2022-03-14,"buy","flat","leasehold",2,"Bath",575000,2022-05-09,495000
16337842,2022-03-15,"buy","house","freehold",3,"Reading",590000,2022-04-06,550000
16348366,2022-03-16,"buy","house","freehold",3,"Brighton",525000,2022-04-21,485000
16364814,2022-03-17,"buy","house","freehold",3,"Coventry",450000,2022-05-05,425000
16380394,2022-03-18,"buy","flat","leasehold",2,"Watford",350000,2022-03-25,333500
16381285,2022-03-19,"buy","house","freehold",3,"Sheffield",2e+05,2022-05-10,185000
16414429,2022-02-11,"buy","house","freehold",4,"Plymouth",750000,2022-06-07,725000
16426499,2022-03-24,"buy","flat","leasehold",2,"Newcastle Upon Tyne",295000,2022-04-09,275000
16446282,2022-03-24,"buy","flat","leasehold",2,"Reading",350000,2022-05-09,340000
16446357,2022-03-25,"buy","house","freehold",3,"Wolverhampton",190000,2022-04-26,180000
16479115,2022-03-30,"buy","house","freehold",4,"Leicester",595000,2022-04-28,575000
16489676,2022-03-31,"buy","house","freehold",4,"Newcastle Upon Tyne",525000,2022-06-30,495000
16500309,2022-03-31,"buy","house","freehold",4,"Leicester",350000,2022-05-12,315000
16554029,2022-04-06,"buy","house","freehold",3,"Luton",399995,2022-05-09,375000
16559670,2022-04-06,"buy","house","freehold",2,"Mansfield",160000,2022-04-27,150000
16559789,2022-04-06,"buy","house","freehold",3,"Basildon",3e+05,2022-04-22,290000
16572626,2022-04-08,"buy","flat","leasehold",2,"Bath",550000,2022-06-14,499950
16577488,2022-04-08,"buy","flat","unknown",0,"Barnet",225000,2022-04-28,205000
16577611,2022-04-08,"buy","house","freehold",3,"Bromley",6e+05,2022-05-11,585000
16588839,2022-04-09,"buy","house","freehold",5,"Newcastle Upon Tyne",850000,2022-04-09,799500
16599894,2022-04-11,"buy","house","freehold",4,"Reading",475000,2022-07-12,425000
16604494,2022-04-12,"buy","house","freehold",5,"Cardiff",450000,2022-04-29,420000
16617073,2022-04-12,"buy","house","freehold",2,"Leicester",160000,2022-05-12,120000
16630542,2022-04-13,"buy","house","freehold",3,"Reading",425000,2022-06-30,4e+05
16640617,2022-04-14,"buy","house","freehold",4,"Leicester",490000,2022-05-11,475000
16646242,2022-04-15,"buy","flat","leasehold",2,"Harrogate",230000,2022-08-15,225000
16660479,2022-04-19,"buy","flat","leasehold",1,"Dartford",220000,2022-04-29,210000
16665400,2022-04-20,"buy","flat","leasehold",0,"Reading",145000,2022-05-12,130000
16683406,2022-04-21,"buy","house","freehold",3,"Bromley",8e+05,2022-04-27,750000
16687747,2022-03-16,"buy","house","freehold",3,"Lincoln",450000,2022-07-26,425000
16702608,2022-04-21,"buy","house","unknown",3,"Warrington",465000,2022-07-20,435000
16708162,2022-04-22,"buy","house","unknown",3,"Basildon",330500,2022-05-09,297500
16717028,2022-04-25,"buy","house","freehold",4,"Ilford",750000,2022-05-09,7e+05
16730274,2022-04-26,"buy","house","freehold",3,"Sheffield",220000,2022-06-06,210000
16732350,2022-04-26,"buy","flat","leasehold",2,"Richmond",675000,2022-05-30,6e+05
16740019,2022-04-27,"buy","house","freehold",4,"Leicester",350000,2022-07-05,325000
16754140,2022-04-28,"buy","house","freehold",3,"Newcastle Upon Tyne",325000,2022-05-25,3e+05
16758691,2022-04-28,"buy","flat","leasehold",1,"Brighton",3e+05,2022-06-22,290000
16762834,2022-04-28,"buy","flat","leasehold",1,"Leicester",115000,2022-06-29,110000
16775918,2022-04-29,"buy","flat","leasehold",1,"Bath",175000,2022-06-06,165000
16789233,2022-05-02,"buy","flat","leasehold",1,"Leicester",130000,2022-06-17,125000
16812171,2022-05-04,"buy","flat","leasehold",1,"Reading",180000,2022-06-16,175000
16831839,2022-05-05,"buy","house","freehold",4,"Warrington",625000,2022-06-20,590000
16834904,2022-05-06,"buy","house","freehold",3,"Coventry",325000,2022-07-07,3e+05
16838291,2022-05-06,"buy","flat","leasehold",2,"Cheltenham",190000,2022-06-01,180000
16843646,2022-05-06,"buy","house","freehold",4,"Dartford",685000,2022-06-19,660000
16847145,2022-05-06,"buy","flat","leasehold",2,"Watford",315000,2022-07-18,310000
16852823,2022-05-09,"buy","flat","leasehold",2,"Basildon",230000,2022-06-10,220000
16868549,2022-05-10,"buy","house","unknown",2,"Surbiton",575000,2022-05-23,550000
16900791,2022-05-12,"buy","house","unknown",3,"Gloucester",7e+05,2022-05-27,675000
16900828,2022-05-12,"buy","house","unknown",3,"Plymouth",399950,2022-05-27,375000
16908175,2022-05-12,"buy","house","freehold",4,"Reading",635000,2022-05-31,6e+05
16912217,2022-05-12,"buy","house","freehold",4,"Leicester",525000,2022-06-10,510000
16913983,2022-05-13,"buy","house","freehold",3,"Lincoln",235000,2022-06-24,220000
16919302,2022-05-13,"buy","house","freehold",3,"Wolverhampton",3e+05,2022-07-21,293000
16920713,2022-05-14,"buy","house","unknown",4,"Brighton",380000,2022-06-10,379500
16955810,2022-05-18,"buy","flat","leasehold",2,"Bath",375000,2022-07-05,350000
16973291,2022-05-19,"buy","house","freehold",3,"Reading",525000,2022-08-16,495000
16975620,2022-05-20,"buy","house","freehold",4,"Ilford",675000,2022-05-31,650000
16988823,2022-05-20,"buy","house","freehold",3,"Dartford",745000,2022-05-31,715000
16997435,2022-05-23,"buy","house","freehold",4,"Harrogate",725000,2022-07-05,695000
17017480,2022-05-24,"buy","house","unknown",2,"Lincoln",375000,2022-06-13,350000
17019793,2022-05-25,"buy","house","freehold",3,"Watford",825000,2022-06-23,799950
17033457,2022-05-26,"buy","house","freehold",2,"Plymouth",220000,2022-06-24,210000
17049901,2022-05-26,"buy","house","freehold",4,"Reading",585000,2022-06-10,560000
17058659,2022-05-28,"buy","house","freehold",4,"Leicester",425000,2022-08-16,410000
17066709,2022-05-29,"buy","house","freehold",3,"Stoke On Trent",170000,2022-07-30,165000
17066833,2022-05-29,"buy","house","freehold",3,"Cheltenham",335000,2022-07-28,325000
17092619,2022-06-01,"buy","house","freehold",2,"Leicester",230000,2022-08-16,220000
17100756,2022-06-01,"buy","house","freehold",3,"Chelmsford",590000,2022-07-20,550000
17111088,2022-06-02,"buy","house","freehold",4,"Dartford",595000,2022-06-02,420000
17111141,2022-06-01,"buy","flat","leasehold",2,"Reading",325000,2022-07-05,315000
17158009,2022-06-08,"buy","house","freehold",4,"Lincoln",425000,2022-06-30,4e+05
17159071,2022-06-08,"buy","house","freehold",3,"Hull",2e+05,2022-07-23,190000
15308484,2021-11-16,"buy","flat","leasehold",1,"Bromley",245000,2022-03-25,175000
15316534,2021-11-16,"buy","house","freehold",5,"Luton",615000,2021-12-09,6e+05
15337305,2021-11-17,"buy","house","freehold",3,"Newcastle Upon Tyne",130000,2022-02-07,110000
15338643,2021-11-17,"buy","flat","leasehold",1,"Watford",160000,2021-12-16,150000
15341624,2021-10-17,"buy","house","unknown",4,"Coventry",3e+05,2021-10-26,290000
15342055,2021-09-06,"buy","house","unknown",3,"Cheltenham",375000,2021-10-22,350000
15343415,2021-11-19,"buy","flat","leasehold",2,"Bath",649000,2021-12-26,625000
15356759,2021-11-22,"buy","house","freehold",3,"Leicester",225000,2021-12-20,215000
15371030,2021-11-24,"buy","house","freehold",3,"Plymouth",280000,2022-05-27,270000
15380155,2021-10-13,"buy","flat","leasehold",2,"Stoke On Trent",180000,2022-04-29,160000
15389074,2021-11-26,"buy","house","freehold",3,"Leicester",340000,2021-11-27,325000
15395872,2021-08-10,"buy","flat","leasehold",2,"Leicester",240000,2021-12-30,220000
15420021,2021-11-30,"buy","house","freehold",4,"Warrington",350000,2022-01-20,340000
15425650,2021-12-01,"buy","house","unknown",3,"Plymouth",240000,2022-01-18,230000
15443025,2021-12-02,"buy","house","freehold",3,"Uxbridge",450000,2022-01-04,425000
15479308,2021-12-08,"buy","flat","leasehold",2,"Leicester",250000,2022-03-30,217500
15508976,2021-12-14,"buy","flat","leasehold",2,"Ilford",325000,2022-03-04,280000
15509644,2021-12-14,"buy","house","unknown",3,"Reading",450000,2022-02-02,425000
15511427,2021-12-13,"buy","house","freehold",3,"Reading",550000,2022-01-31,525000
15529075,2021-12-17,"buy","flat","leasehold",2,"Leicester",145000,2022-04-29,140000
15548721,2021-12-22,"buy","flat","leasehold",2,"Salford",199950,2022-01-27,195000
15578611,2021-12-27,"buy","house","freehold",5,"Exeter",450000,2022-05-19,425000
15643358,2022-01-10,"buy","flat","leasehold",2,"Reading",230000,2022-04-29,2e+05
15650708,2022-01-11,"buy","flat","leasehold",2,"Reading",219000,2022-05-30,190000
15653921,2022-01-10,"buy","house","freehold",2,"Lincoln",120000,2022-01-15,115000
15661228,2022-01-12,"buy","house","freehold",4,"Cardiff",675000,2022-02-03,645000
15679031,2022-01-13,"buy","house","freehold",3,"Luton",475000,2022-02-02,465000
15756126,2022-01-06,"buy","house","freehold",2,"Chelmsford",350000,2022-02-28,332500
15757464,2021-12-25,"buy","house","freehold",3,"Warrington",2e+05,2022-02-16,190000
15764530,2021-11-08,"buy","house","freehold",3,"Harrogate",250000,2022-02-01,245000
12329504,2021-01-16,"buy","house","freehold",3,"Bromley",565000,2021-08-12,5e+05
12331739,2021-01-17,"buy","house","freehold",3,"Coventry",260000,2021-01-24,240000
12335944,2021-01-18,"buy","flat","unknown",0,"Surbiton",205000,2021-10-06,120000
12342117,2021-01-19,"buy","house","freehold",4,"Dartford",425000,2021-02-02,415000
12350149,2021-01-19,"buy","flat","leasehold",1,"Uxbridge",285000,2021-02-02,269000
12354767,2021-01-19,"buy","house","freehold",5,"Plymouth",820000,2021-04-10,795000
12365343,2021-01-20,"buy","flat","leasehold",1,"Basildon",150000,2021-02-17,140000
12369029,2021-01-19,"buy","house","freehold",3,"Hull",140000,2021-02-12,128500
12369360,2021-01-20,"buy","house","freehold",5,"Hull",149500,2021-04-26,140000
12390998,2021-01-22,"buy","house","unknown",2,"Stoke On Trent",215000,2021-02-02,2e+05
12414111,2021-01-26,"buy","house","freehold",2,"Plymouth",150000,2021-03-03,145000
12420616,2021-01-26,"buy","house","unknown",4,"Basildon",385000,2021-02-10,375000
12422208,2021-01-26,"buy","house","freehold",3,"Plymouth",370000,2021-03-09,350000
12424265,2021-01-27,"buy","house","freehold",3,"Coventry",270000,2021-03-16,240000
12438361,2021-01-28,"buy","house","freehold",4,"Newcastle Upon Tyne",250000,2021-03-27,245000
12448259,2021-01-28,"buy","house","freehold",3,"Basildon",380000,2021-02-23,375000
12466556,2021-01-29,"buy","flat","leasehold",1,"Chelmsford",210000,2021-06-09,2e+05
12484877,2021-02-02,"buy","flat","leasehold",1,"Reading",185000,2021-03-26,170000
12508219,2021-02-02,"buy","house","unknown",2,"Coventry",255000,2021-03-08,240000
12513391,2021-02-04,"buy","house","freehold",4,"Reading",590000,2021-05-04,575000
12530528,2021-02-05,"buy","house","freehold",3,"Hull",110000,2021-04-21,1e+05
12554615,2021-02-09,"buy","flat","leasehold",1,"Salford",110000,2021-08-03,107000
12559218,2021-02-09,"buy","house","freehold",3,"Exeter",230000,2021-03-06,220000
6909777,2021-07-02,"buy","flat","leasehold",1,"Salford",145000,2022-03-23,140000
6565258,2022-06-09,"buy","flat","leasehold",2,"Reading",250000,2022-07-12,240000
5046204,2021-01-19,"buy","house","unknown",4,"Uxbridge",5e+05,2021-02-10,490000
13040802,2021-03-24,"buy","house","freehold",4,"Gloucester",290000,2021-03-31,280000
13075833,2021-03-29,"buy","house","freehold",3,"Leicester",360000,2021-04-03,350000
14043355,2021-06-29,"buy","house","freehold",4,"Hull",625000,2021-09-28,595000
14043419,2021-06-28,"buy","house","freehold",4,"Sheffield",650000,2021-09-29,6e+05
14116238,2021-07-05,"buy","flat","leasehold",2,"Watford",310000,2021-08-12,295000
14123078,2021-07-08,"buy","flat","leasehold",2,"Sheffield",195000,2021-10-20,190000
13122131,2021-04-01,"buy","flat","leasehold",2,"Uxbridge",425000,2021-04-16,4e+05
13126769,2021-03-31,"buy","house","freehold",2,"Watford",379950,2021-04-19,369950
13137483,2021-04-02,"buy","house","freehold",3,"Hull",119950,2021-09-29,115000
13145169,2021-04-06,"buy","house","freehold",3,"Leicester",270000,2021-04-27,260000
13153924,2021-04-06,"buy","house","freehold",4,"Bath",1e+06,2021-05-10,975000
13156495,2021-04-07,"buy","house","freehold",4,"Dartford",525000,2021-05-19,5e+05
13166018,2021-04-07,"buy","house","freehold",5,"Reading",1250000,2021-06-08,1150000
13181909,2021-04-07,"buy","house","freehold",4,"Cardiff",8e+05,2021-06-17,750000
13182429,2021-04-08,"buy","flat","leasehold",2,"Luton",3e+05,2021-08-16,280000
13186080,2021-04-09,"buy","flat","leasehold",2,"Newcastle Upon Tyne",170000,2021-10-29,159950
13190824,2021-04-09,"buy","house","freehold",4,"Ilford",363500,2021-05-13,346500
5218842,2021-03-13,"buy","house","freehold",4,"Cheltenham",550000,2021-03-29,525000
14100313,2021-07-06,"buy","flat","leasehold",2,"Plymouth",190000,2021-09-27,180000
14104453,2021-07-07,"buy","flat","leasehold",2,"Leicester",210000,2021-08-19,2e+05
14149183,2021-07-08,"buy","flat","leasehold",2,"Cardiff",240000,2022-02-28,219950
12223678,2021-01-06,"buy","house","freehold",3,"Surbiton",639950,2021-08-27,6e+05
12241376,2021-01-07,"buy","house","freehold",3,"Leicester",350000,2021-02-11,325000
12252997,2021-01-07,"buy","house","freehold",3,"Cardiff",199950,2021-02-26,195000
